time	Freq	W	B2	B1
2022-04-20, 15:44:36	1500 Hz	16 W	1,3E-3 mbar	1,5E-3 mbar
2022-04-20, 15:44:38	1500 Hz	15 W	1,5E-3 mbar	1,5E-3 mbar
2022-04-20, 15:44:40	1500 Hz	15 W	1,6E-3 mbar	1,6E-3 mbar
2022-04-20, 15:44:42	1500 Hz	16 W	1,6E-3 mbar	1,6E-3 mbar
2022-04-20, 15:44:44	1500 Hz	15 W	1,6E-3 mbar	1,7E-3 mbar
2022-04-20, 15:44:46	1500 Hz	15 W	1,7E-3 mbar	1,7E-3 mbar
2022-04-20, 15:44:48	1500 Hz	15 W	1,7E-3 mbar	1,7E-3 mbar
2022-04-20, 15:44:50	1500 Hz	16 W	1,8E-3 mbar	1,8E-3 mbar
2022-04-20, 15:44:52	1500 Hz	15 W	1,8E-3 mbar	1,9E-3 mbar
2022-04-20, 15:44:54	1500 Hz	15 W	1,9E-3 mbar	1,9E-3 mbar
2022-04-20, 15:44:56	1500 Hz	15 W	1,9E-3 mbar	2E-3 mbar
2022-04-20, 15:44:58	1500 Hz	16 W	2E-3 mbar	2E-3 mbar
2022-04-20, 15:45:00	1500 Hz	15 W	2E-3 mbar	2E-3 mbar
2022-04-20, 15:45:02	1500 Hz	15 W	2,1E-3 mbar	2,1E-3 mbar
2022-04-20, 15:45:04	1500 Hz	15 W	2,1E-3 mbar	2,1E-3 mbar
2022-04-20, 15:45:06	1500 Hz	15 W	2,1E-3 mbar	2,1E-3 mbar
2022-04-20, 15:45:08	1500 Hz	15 W	2,2E-3 mbar	2,2E-3 mbar
2022-04-20, 15:45:10	1500 Hz	16 W	2,2E-3 mbar	2,2E-3 mbar
2022-04-20, 15:45:12	1500 Hz	16 W	2,2E-3 mbar	2,2E-3 mbar
2022-04-20, 15:45:14	1500 Hz	15 W	2,4E-3 mbar	2,2E-3 mbar
2022-04-20, 15:45:16	1500 Hz	15 W	2,4E-3 mbar	2,3E-3 mbar
2022-04-20, 15:45:18	1500 Hz	15 W	2,4E-3 mbar	2,3E-3 mbar
2022-04-20, 15:45:20	1500 Hz	16 W	2,4E-3 mbar	2,3E-3 mbar
2022-04-20, 15:45:22	1500 Hz	15 W	2,4E-3 mbar	2,3E-3 mbar
2022-04-20, 15:45:24	1500 Hz	16 W	2,4E-3 mbar	2,4E-3 mbar
2022-04-20, 15:45:26	1500 Hz	15 W	2,4E-3 mbar	2,4E-3 mbar
2022-04-20, 15:45:28	1500 Hz	15 W	2,6E-3 mbar	2,4E-3 mbar
2022-04-20, 15:45:30	1500 Hz	15 W	2,6E-3 mbar	2,4E-3 mbar
2022-04-20, 15:45:32	1500 Hz	15 W	2,6E-3 mbar	2,5E-3 mbar
2022-04-20, 15:45:34	1500 Hz	16 W	2,6E-3 mbar	2,5E-3 mbar
2022-04-20, 15:45:36	1500 Hz	16 W	2,6E-3 mbar	2,5E-3 mbar
2022-04-20, 15:45:38	1500 Hz	15 W	2,6E-3 mbar	2,5E-3 mbar
2022-04-20, 15:45:40	1500 Hz	15 W	2,6E-3 mbar	2,5E-3 mbar
2022-04-20, 15:45:42	1500 Hz	15 W	2,6E-3 mbar	2,6E-3 mbar
2022-04-20, 15:45:44	1500 Hz	15 W	2,6E-3 mbar	2,6E-3 mbar
2022-04-20, 15:45:46	1500 Hz	15 W	2,8E-3 mbar	2,6E-3 mbar
2022-04-20, 15:45:48	1500 Hz	16 W	2,8E-3 mbar	2,7E-3 mbar
2022-04-20, 15:45:50	1500 Hz	16 W	2,8E-3 mbar	2,7E-3 mbar
2022-04-20, 15:45:52	1500 Hz	15 W	2,9E-3 mbar	2,7E-3 mbar
2022-04-20, 15:45:54	1500 Hz	15 W	2,9E-3 mbar	2,7E-3 mbar
2022-04-20, 15:45:56	1500 Hz	15 W	2,9E-3 mbar	2,7E-3 mbar
2022-04-20, 15:45:58	1500 Hz	16 W	2,9E-3 mbar	2,8E-3 mbar
2022-04-20, 15:46:00	1500 Hz	15 W	2,9E-3 mbar	2,8E-3 mbar
