time	Freq	W	B2	B1
2022-04-20, 15:38:40	1500 Hz	15 W	1,1E-3 mbar	1,2E-3 mbar
2022-04-20, 15:38:42	1500 Hz	16 W	1,1E-3 mbar	1,3E-3 mbar
2022-04-20, 15:38:44	1500 Hz	16 W	1,2E-3 mbar	1,3E-3 mbar
2022-04-20, 15:38:46	1500 Hz	16 W	1,2E-3 mbar	1,4E-3 mbar
2022-04-20, 15:38:48	1500 Hz	15 W	1,3E-3 mbar	1,4E-3 mbar
2022-04-20, 15:38:50	1500 Hz	15 W	1,3E-3 mbar	1,5E-3 mbar
2022-04-20, 15:38:52	1500 Hz	16 W	1,5E-3 mbar	1,5E-3 mbar
2022-04-20, 15:38:54	1500 Hz	16 W	1,5E-3 mbar	1,6E-3 mbar
2022-04-20, 15:38:56	1500 Hz	15 W	1,6E-3 mbar	1,6E-3 mbar
2022-04-20, 15:38:58	1500 Hz	15 W	1,6E-3 mbar	1,6E-3 mbar
2022-04-20, 15:39:00	1500 Hz	15 W	1,6E-3 mbar	1,7E-3 mbar
2022-04-20, 15:39:02	1500 Hz	15 W	1,7E-3 mbar	1,7E-3 mbar
2022-04-20, 15:39:04	1500 Hz	15 W	1,7E-3 mbar	1,8E-3 mbar
2022-04-20, 15:39:06	1500 Hz	16 W	1,8E-3 mbar	1,8E-3 mbar
2022-04-20, 15:39:08	1500 Hz	16 W	1,8E-3 mbar	1,9E-3 mbar
2022-04-20, 15:39:10	1500 Hz	15 W	1,9E-3 mbar	1,9E-3 mbar
2022-04-20, 15:39:12	1500 Hz	15 W	2E-3 mbar	2E-3 mbar
2022-04-20, 15:39:14	1500 Hz	15 W	2E-3 mbar	2E-3 mbar
2022-04-20, 15:39:16	1500 Hz	15 W	2E-3 mbar	2,1E-3 mbar
2022-04-20, 15:39:18	1500 Hz	16 W	2,1E-3 mbar	2,1E-3 mbar
2022-04-20, 15:39:20	1500 Hz	16 W	2,1E-3 mbar	2,1E-3 mbar
2022-04-20, 15:39:22	1500 Hz	16 W	2,1E-3 mbar	2,2E-3 mbar
2022-04-20, 15:39:24	1500 Hz	15 W	2,2E-3 mbar	2,2E-3 mbar
2022-04-20, 15:39:26	1500 Hz	15 W	2,2E-3 mbar	2,2E-3 mbar
2022-04-20, 15:39:28	1500 Hz	15 W	2,2E-3 mbar	2,2E-3 mbar
2022-04-20, 15:39:30	1500 Hz	16 W	2,4E-3 mbar	2,3E-3 mbar
2022-04-20, 15:39:32	1500 Hz	15 W	2,4E-3 mbar	2,3E-3 mbar
2022-04-20, 15:39:34	1500 Hz	16 W	2,4E-3 mbar	2,3E-3 mbar
2022-04-20, 15:39:36	1500 Hz	15 W	2,4E-3 mbar	2,4E-3 mbar
2022-04-20, 15:39:38	1500 Hz	15 W	2,4E-3 mbar	2,4E-3 mbar
2022-04-20, 15:39:40	1500 Hz	15 W	2,4E-3 mbar	2,4E-3 mbar
2022-04-20, 15:39:42	1500 Hz	15 W	2,6E-3 mbar	2,4E-3 mbar
2022-04-20, 15:39:44	1500 Hz	16 W	2,6E-3 mbar	2,4E-3 mbar
2022-04-20, 15:39:46	1500 Hz	16 W	2,6E-3 mbar	2,5E-3 mbar
2022-04-20, 15:39:48	1500 Hz	16 W	2,6E-3 mbar	2,5E-3 mbar
2022-04-20, 15:39:50	1500 Hz	15 W	2,6E-3 mbar	2,5E-3 mbar
2022-04-20, 15:39:52	1500 Hz	15 W	2,6E-3 mbar	2,5E-3 mbar
2022-04-20, 15:39:54	1500 Hz	15 W	2,6E-3 mbar	2,6E-3 mbar
2022-04-20, 15:39:56	1500 Hz	15 W	2,6E-3 mbar	2,6E-3 mbar
2022-04-20, 15:39:58	1500 Hz	16 W	2,8E-3 mbar	2,6E-3 mbar
2022-04-20, 15:40:00	1500 Hz	16 W	2,8E-3 mbar	2,6E-3 mbar
2022-04-20, 15:40:02	1500 Hz	16 W	2,8E-3 mbar	2,7E-3 mbar
2022-04-20, 15:40:04	1500 Hz	15 W	2,8E-3 mbar	2,7E-3 mbar
2022-04-20, 15:40:06	1500 Hz	15 W	2,9E-3 mbar	2,7E-3 mbar
2022-04-20, 15:40:08	1500 Hz	16 W	2,9E-3 mbar	2,7E-3 mbar
2022-04-20, 15:40:10	1500 Hz	16 W	2,9E-3 mbar	2,8E-3 mbar
2022-04-20, 15:40:12	1500 Hz	15 W	3E-3 mbar	2,8E-3 mbar
