time	Freq	W	B2	B1
2022-04-20, 15:23:58	1500 Hz	15 W	9,2E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:00	1500 Hz	15 W	9,1E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:02	1500 Hz	15 W	9,1E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:04	1500 Hz	15 W	9,1E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:06	1500 Hz	16 W	9,1E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:08	1500 Hz	16 W	9E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:10	1500 Hz	15 W	9E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:12	1500 Hz	15 W	9E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:14	1500 Hz	15 W	8,9E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:16	1500 Hz	15 W	8,9E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:18	1500 Hz	16 W	8,9E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:20	1500 Hz	16 W	8,9E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:22	1500 Hz	15 W	8,9E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:24	1500 Hz	15 W	8,8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:26	1500 Hz	15 W	8,8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:28	1500 Hz	16 W	8,8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:30	1500 Hz	16 W	8,8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:32	1500 Hz	16 W	8,8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:34	1500 Hz	15 W	8,7E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:36	1500 Hz	15 W	8,7E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:38	1500 Hz	15 W	8,7E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:40	1500 Hz	15 W	8,7E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:42	1500 Hz	16 W	8,6E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:44	1500 Hz	16 W	8,6E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:46	1500 Hz	16 W	8,6E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:48	1500 Hz	15 W	8,6E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:50	1500 Hz	15 W	8,6E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:52	1500 Hz	15 W	8,5E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:54	1500 Hz	15 W	8,5E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:56	1500 Hz	16 W	8,5E-6 mbar	1,5E-4 mbar
2022-04-20, 15:24:58	1500 Hz	15 W	8,5E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:00	1500 Hz	15 W	8,5E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:02	1500 Hz	15 W	8,5E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:04	1500 Hz	15 W	8,4E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:06	1500 Hz	15 W	8,4E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:08	1500 Hz	16 W	8,4E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:10	1500 Hz	15 W	8,4E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:12	1500 Hz	15 W	8,4E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:14	1500 Hz	15 W	8,3E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:16	1500 Hz	15 W	8,3E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:18	1500 Hz	15 W	8,3E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:20	1500 Hz	15 W	8,3E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:22	1500 Hz	16 W	8,3E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:24	1500 Hz	15 W	8,2E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:26	1500 Hz	15 W	8,2E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:28	1500 Hz	15 W	8,2E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:30	1500 Hz	15 W	8,2E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:32	1500 Hz	15 W	8,2E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:34	1500 Hz	16 W	8,1E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:36	1500 Hz	16 W	8,1E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:38	1500 Hz	15 W	8,1E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:40	1500 Hz	15 W	8,1E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:42	1500 Hz	15 W	8,1E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:44	1500 Hz	15 W	8,1E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:46	1500 Hz	16 W	8E-6 mbar	1,5E-4 mbar
2022-04-20, 15:25:48	1500 Hz	15 W	8E-6 mbar	1,5E-4 mbar
