Oscilloscope data. 
Time step = 1,000 uS
Voltage step = 31,25 mV
Zero level = 128

N 	Smpl.	Trig
901	157	0
902	139	0
903	85	0
904	189	0
905	73	0
906	157	0
907	138	0
908	85	0
909	189	0
910	73	0
911	157	0
912	138	0
913	85	0
914	189	0
915	74	0
916	157	0
917	139	0
918	85	0
919	189	0
920	74	0
921	157	0
922	139	0
923	87	0
924	189	0
925	73	0
926	157	0
927	139	0
928	86	0
929	189	0
930	74	0
931	157	0
932	139	0
933	86	0
934	189	0
935	73	0
936	157	0
937	138	0
938	85	0
939	189	0
940	73	0
941	157	0
942	139	0
943	86	0
944	189	0
945	74	0
946	157	0
947	139	0
948	85	0
949	189	0
950	74	0
951	157	0
952	139	0
953	85	0
954	189	0
955	75	0
956	157	0
957	138	0
958	85	0
959	189	0
960	75	0
961	157	0
962	139	0
963	85	0
964	189	0
965	74	0
966	157	0
967	139	0
968	86	0
969	189	0
970	73	0
971	157	0
972	139	0
973	85	0
974	189	0
975	73	0
976	157	0
977	139	0
978	85	0
979	189	0
980	73	0
981	157	0
982	138	0
983	85	0
984	189	0
985	73	0
986	157	0
987	139	0
988	87	0
989	189	0
990	73	0
991	157	0
992	139	0
993	85	0
994	189	0
995	74	0
996	157	0
997	139	0
998	85	0
999	189	0
