Oscilloscope data. 
Time step = 100,0 nS
Voltage step = 31,25 mV
Zero level = 127

N 	Smpl.	Trig
170	84	0
171	81	0
172	79	0
173	76	0
174	73	0
175	72	0
176	70	0
177	68	0
178	67	0
179	65	0
180	65	0
181	64	0
182	64	0
183	63	0
184	64	0
185	63	0
186	65	0
187	65	0
188	67	0
189	68	0
190	69	0
191	72	0
192	73	0
193	76	0
194	77	0
195	81	0
196	83	0
197	87	0
198	89	0
199	93	0
200	96	0
201	100	0
202	104	0
203	107	0
204	111	0
205	115	0
206	119	0
207	123	0
208	127	0
209	131	0
210	135	0
211	139	0
212	143	0
213	147	0
214	151	0
215	155	0
216	157	0
217	161	0
218	165	0
219	168	0
220	172	0
221	174	0
222	177	0
223	179	0
224	181	0
225	183	0
226	185	0
227	187	0
228	188	0
229	189	0
230	191	0
231	191	0
232	191	0
233	192	0
234	192	0
235	191	0
236	191	0
237	189	0
238	189	0
239	187	0
240	185	0
241	184	0
242	181	0
243	180	0
244	177	0
245	175	0
246	171	0
247	169	0
248	165	0
249	163	0
250	159	0
251	155	0
252	151	0
253	148	0
254	144	0
255	140	0
256	136	0
257	132	0
258	128	0
259	124	0
260	120	0
261	116	0
262	112	0
263	108	0
264	105	0
265	101	0
266	97	0
267	93	0
268	89	0
269	88	0
270	84	0
271	81	0
272	79	0
273	76	0
274	73	0
275	72	0
276	70	0
277	68	0
278	67	0
279	65	0
280	65	0
281	65	0
282	64	0
283	63	0
284	64	0
285	63	0
286	65	0
287	65	0
288	67	0
289	68	0
290	69	0
291	71	0
292	73	0
293	75	0
294	78	0
295	80	0
296	84	0
297	87	0
298	89	0
299	93	0
300	97	0
301	99	0
302	104	0
303	108	0
304	111	0
305	115	0
306	119	0
307	123	0
308	127	0
309	131	0
310	135	0
311	139	0
312	143	0
313	147	0
314	151	0
315	155	0
316	159	0
317	161	0
318	165	0
319	168	0
320	171	0
321	175	0
322	177	0
323	179	0
324	181	0
325	183	0
326	185	0
327	187	0
328	188	0
329	189	0
330	191	0
331	191	0
332	192	0
333	192	0
334	192	0
335	192	0
336	191	0
337	190	0
338	189	0
339	187	0
340	185	0
341	184	0
342	181	0
343	179	0
344	177	0
345	175	0
346	172	0
347	169	0
348	166	0
349	163	0
350	159	0
351	155	0
352	151	0
353	148	0
354	144	0
355	140	0
356	136	0
357	132	0
358	128	0
359	124	0
360	120	0
361	116	0
362	113	0
363	108	0
364	105	0
365	101	0
366	97	0
367	93	0
368	91	0
369	88	0
370	85	0
371	81	0
372	79	0
373	76	0
374	73	0
375	72	0
376	69	0
377	68	0
378	67	0
379	65	0
380	65	0
381	64	0
382	64	0
383	63	0
384	64	0
385	63	0
386	65	0
387	65	0
388	67	0
389	68	0
390	69	0
391	71	0
392	73	0
393	75	0
394	78	0
395	81	0
396	84	0
397	87	0
398	89	0
399	93	0
400	97	0
401	100	0
402	104	0
403	107	0
404	111	0
405	115	0
406	119	0
407	123	0
408	127	0
409	131	0
410	135	0
411	140	0
412	143	0
413	147	0
414	151	0
415	155	0
416	157	0
417	161	0
418	165	0
419	168	0
420	171	0
421	173	0
422	177	0
423	179	0
424	181	0
425	184	0
426	185	0
427	187	0
428	188	0
429	189	0
430	191	0
431	191	0
432	192	0
433	192	0
434	192	0
435	191	0
436	192	0
437	189	0
438	189	0
439	187	0
440	185	0
441	183	0
442	181	0
443	179	0
444	177	0
445	175	0
446	172	0
447	169	0
448	165	0
449	163	0
450	159	0
451	156	0
452	152	0
453	148	0
454	144	0
455	140	0
456	137	0
457	132	0
458	127	0
459	124	0
460	120	0
461	116	0
462	112	0
463	109	0
464	105	0
465	101	0
466	97	0
467	95	0
468	91	0
469	87	0
470	84	0
471	81	0
472	77	0
473	76	0
474	73	0
475	72	0
476	69	0
477	68	0
478	67	0
479	65	0
480	65	0
481	65	0
482	63	0
483	63	0
484	65	0
485	65	0
486	65	0
487	65	0
488	67	0
489	68	0
490	69	0
491	71	0
492	73	0
493	76	0
494	77	0
495	81	0
496	84	0
497	87	0
498	89	0
499	92	0
500	97	0
501	100	0
502	104	0
503	107	0
504	111	0
505	115	0
506	119	0
507	123	0
508	127	0
509	131	0
510	135	0
511	139	0
512	143	0
513	147	0
514	151	0
515	155	0
516	158	0
517	161	0
518	165	0
519	168	0
520	171	0
521	173	0
522	177	0
523	179	0
524	181	0
525	183	0
526	185	0
527	187	0
528	188	0
529	189	0
530	191	0
531	191	0
532	192	0
533	191	0
534	192	0
535	192	0
536	191	0
537	191	0
538	189	0
539	187	0
540	185	0
541	183	0
542	182	0
543	180	0
544	177	0
545	175	0
546	172	0
547	169	0
548	165	0
549	161	0
550	159	0
551	156	0
552	151	0
553	148	0
554	144	0
555	140	0
556	136	0
557	132	0
558	128	0
559	124	0
560	120	0
561	116	0
562	112	0
563	108	0
564	105	0
565	101	0
566	97	0
567	95	0
568	91	0
569	88	0
570	84	0
571	81	0
572	80	0
573	76	0
574	75	0
575	72	0
576	69	0
577	68	0
578	67	0
579	65	0
580	65	0
581	64	0
582	64	0
583	63	0
584	64	0
585	63	0
586	65	0
587	65	0
588	67	0
589	68	0
590	69	0
591	71	0
592	73	0
593	75	0
594	79	0
595	80	0
596	84	0
597	87	0
598	89	0
599	92	0
600	96	0
601	99	0
602	103	0
603	107	0
604	111	0
605	115	0
606	119	0
607	123	0
608	127	0
609	131	0
610	135	0
611	139	0
612	143	0
613	147	0
614	151	0
615	155	0
616	157	0
617	161	0
618	165	0
619	168	0
620	171	0
621	174	0
622	177	0
623	179	0
624	181	0
625	184	0
626	185	0
627	187	0
628	188	0
629	189	0
630	191	0
631	191	0
632	191	0
633	192	0
634	191	0
635	192	0
636	191	0
637	190	0
638	189	0
639	188	0
640	185	0
641	184	0
642	181	0
643	180	0
644	177	0
645	175	0
646	171	0
647	169	0
648	165	0
649	163	0
650	159	0
651	155	0
652	152	0
653	148	0
654	144	0
655	140	0
656	136	0
657	132	0
658	128	0
659	124	0
660	120	0
661	116	0
662	112	0
663	108	0
664	105	0
665	101	0
666	97	0
667	95	0
668	90	0
669	87	0
670	85	0
671	81	0
672	79	0
673	76	0
674	73	0
675	72	0
676	69	0
677	68	0
678	67	0
679	65	0
680	65	0
681	64	0
682	63	0
683	64	0
684	63	0
685	65	0
686	65	0
687	65	0
688	67	0
689	68	0
690	69	0
691	72	0
692	73	0
693	75	0
694	77	0
695	80	0
696	84	0
697	87	0
698	89	0
699	92	0
700	97	0
701	100	0
702	103	0
703	107	0
704	111	0
705	115	0
706	119	0
707	123	0
708	127	0
709	131	0
710	135	0
711	139	0
712	143	0
713	147	0
714	151	0
715	155	0
716	159	0
717	163	0
718	165	0
719	168	0
720	171	0
721	175	0
722	177	0
723	179	0
724	181	0
725	184	0
726	185	0
727	187	0
728	189	0
729	189	0
730	191	0
731	191	0
732	193	0
733	192	0
734	192	0
735	191	0
736	191	0
737	189	0
738	189	0
739	187	0
740	185	0
741	183	0
742	181	0
743	180	0
744	177	0
745	175	0
746	172	0
747	169	0
748	166	0
749	163	0
750	159	0
751	155	0
752	152	0
753	148	0
754	144	0
755	140	0
756	136	0
757	132	0
758	128	0
759	124	0
760	120	0
761	116	0
762	112	0
763	108	0
764	105	0
765	100	0
766	97	0
767	93	0
768	91	0
769	87	0
770	85	0
771	81	0
772	79	0
773	76	0
774	73	0
775	71	0
776	69	0
777	68	0
778	67	0
779	65	0
780	65	0
781	64	0
782	64	0
783	63	0
784	63	0
785	64	0
786	64	0
787	65	0
788	67	0
789	68	0
790	69	0
791	72	0
792	73	0
793	76	0
794	77	0
795	80	0
796	83	0
797	87	0
798	89	0
799	93	0
800	96	0
801	100	0
802	104	0
803	107	0
804	111	0
805	115	0
806	119	0
807	123	0
808	127	0
809	131	0
810	135	0
811	139	0
812	143	0
813	147	0
814	151	0
815	155	0
816	159	0
817	162	0
818	165	0
819	168	0
820	171	0
821	175	0
822	177	0
823	179	0
824	181	0
825	183	0
826	185	0
827	188	0
828	188	0
829	189	0
830	191	0
831	191	0
832	191	0
833	192	0
834	191	0
835	192	0
836	191	0
837	189	0
838	189	0
839	187	0
840	185	0
841	183	0
842	181	0
843	179	0
844	177	0
845	175	0
846	172	0
847	169	0
848	166	0
849	161	0
850	159	0
851	155	0
852	152	0
853	148	0
854	144	0
855	140	0
856	136	0
857	132	0
858	128	0
859	125	0
860	121	0
861	116	0
862	112	0
863	108	0
864	105	0
865	101	0
866	97	0
867	93	0
868	91	0
869	87	0
870	85	0
871	81	0
872	79	0
873	76	0
874	75	0
875	72	0
876	70	0
877	68	0
878	67	0
879	65	0
880	65	0
881	64	0
882	63	0
883	64	0
884	63	0
885	65	0
886	65	0
887	65	0
888	67	0
889	68	0
890	69	0
891	72	0
892	73	0
893	76	0
894	79	0
895	81	0
896	84	0
897	87	0
898	91	0
899	92	0
900	97	0
901	101	0
902	104	0
903	107	0
904	111	0
905	115	0
906	119	0
907	123	0
908	127	0
909	131	0
910	135	0
911	139	0
912	143	0
913	147	0
914	151	0
915	155	0
916	159	0
917	163	0
918	165	0
919	168	0
920	171	0
921	174	0
922	177	0
923	179	0
924	181	0
925	184	0
926	185	0
927	187	0
928	189	0
929	189	0
930	191	0
931	191	0
932	192	0
933	192	0
934	192	0
935	191	0
936	191	0
937	189	0
938	189	0
939	188	0
940	186	0
941	183	0
942	181	0
943	179	0
944	177	0
945	175	0
946	172	0
947	169	0
948	166	0
949	163	0
950	159	0
951	155	0
952	151	0
953	148	0
954	144	0
955	140	0
956	136	0
957	132	0
958	128	0
959	124	0
960	120	0
961	116	0
962	112	0
963	108	0
964	104	0
965	101	0
966	97	0
967	95	0
968	89	0
969	87	0
970	85	0
971	81	0
972	78	0
973	76	0
974	73	0
975	72	0
976	69	0
977	69	0
978	67	0
979	65	0
980	64	0
981	64	0
982	64	0
983	63	0
984	63	0
985	64	0
986	64	0
987	65	0
988	67	0
989	67	0
990	69	0
991	71	0
992	73	0
993	76	0
994	79	0
995	81	0
996	84	0
997	87	0
998	89	0
999	93	0
