time	Freq	W	B2	B1
2022-04-20, 14:25:38	0 Hz	0 W	4,5E0 mbar	3,9E0 mbar
2022-04-20, 14:25:40	0 Hz	0 W	4,5E0 mbar	3,9E0 mbar
2022-04-20, 14:25:42	0 Hz	0 W	4,5E0 mbar	3,9E0 mbar
2022-04-20, 14:25:44	0 Hz	0 W	4,5E0 mbar	3,9E0 mbar
2022-04-20, 14:25:46	0 Hz	0 W	4,5E0 mbar	3,9E0 mbar
2022-04-20, 14:25:48	0 Hz	0 W	4,5E0 mbar	3,9E0 mbar
2022-04-20, 14:25:50	0 Hz	0 W	4,5E0 mbar	3,9E0 mbar
2022-04-20, 14:25:52	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-20, 14:25:54	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-20, 14:25:56	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-20, 14:25:58	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-20, 14:26:00	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-20, 14:26:02	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-20, 14:26:04	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-20, 14:26:06	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-20, 14:26:08	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-20, 14:26:10	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-20, 14:26:12	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-20, 14:26:14	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2022-04-20, 14:26:16	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2022-04-20, 14:26:18	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2022-04-20, 14:26:20	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2022-04-20, 14:26:22	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2022-04-20, 14:26:24	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2022-04-20, 14:26:26	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2022-04-20, 14:26:28	0 Hz	0 W	4,3E0 mbar	3,8E0 mbar
2022-04-20, 14:26:30	0 Hz	0 W	4,3E0 mbar	3,8E0 mbar
2022-04-20, 14:26:32	0 Hz	0 W	4,3E0 mbar	3,8E0 mbar
2022-04-20, 14:26:34	0 Hz	0 W	4,3E0 mbar	3,8E0 mbar
2022-04-20, 14:26:36	0 Hz	0 W	4,3E0 mbar	3,8E0 mbar
2022-04-20, 14:26:38	0 Hz	0 W	4,3E0 mbar	3,8E0 mbar
2022-04-20, 14:26:40	0 Hz	0 W	4,3E0 mbar	3,8E0 mbar
2022-04-20, 14:26:42	0 Hz	0 W	4,3E0 mbar	3,8E0 mbar
2022-04-20, 14:26:44	0 Hz	0 W	4,3E0 mbar	3,8E0 mbar
2022-04-20, 14:26:46	0 Hz	0 W	4,3E0 mbar	3,8E0 mbar
2022-04-20, 14:26:48	0 Hz	0 W	4,3E0 mbar	3,8E0 mbar
2022-04-20, 14:26:50	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:26:52	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:26:54	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:26:56	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:26:58	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:00	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:02	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:04	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:06	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:08	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:10	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:12	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:14	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:16	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:18	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:20	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:22	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:24	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:26	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:28	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:30	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:32	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:34	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:36	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:38	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:40	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:42	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:44	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:46	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:48	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:50	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:52	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:54	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:56	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:27:58	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:00	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:02	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:04	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:06	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:08	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:10	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:12	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:14	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:16	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:18	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:20	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:22	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:24	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:26	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:28	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:30	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:32	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:34	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:36	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:38	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:40	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:42	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:44	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:46	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:48	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:50	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:28:52	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:28:54	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:56	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 14:28:58	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:00	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:02	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:04	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:06	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:08	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:10	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:12	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:14	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:16	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:18	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:20	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:22	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:24	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:26	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:28	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:30	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:32	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:34	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:36	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:38	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:40	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:42	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:44	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:46	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:48	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:50	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:52	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:54	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:56	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:29:58	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:00	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:02	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:04	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:06	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:08	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:10	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:12	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:14	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:16	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:18	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:20	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:22	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:24	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:26	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:28	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:30	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:32	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:34	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:36	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:38	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:40	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:42	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:44	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:46	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:48	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:50	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:52	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:54	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:56	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:30:58	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:31:00	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:31:02	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:31:04	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:31:06	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:31:08	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:31:10	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:31:12	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:31:14	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 14:31:16	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
