time	Freq	W	B2	B1
2022-04-20, 15:00:42	0 Hz	0 W	6E0 mbar	5,5E0 mbar
2022-04-20, 15:00:44	0 Hz	0 W	5,9E0 mbar	5,3E0 mbar
2022-04-20, 15:00:46	0 Hz	0 W	5,7E0 mbar	5,2E0 mbar
2022-04-20, 15:00:48	0 Hz	0 W	5,7E0 mbar	5,1E0 mbar
2022-04-20, 15:00:50	0 Hz	0 W	5,5E0 mbar	5E0 mbar
2022-04-20, 15:00:52	0 Hz	0 W	5,4E0 mbar	4,8E0 mbar
2022-04-20, 15:00:54	0 Hz	0 W	5,3E0 mbar	4,8E0 mbar
2022-04-20, 15:00:56	0 Hz	0 W	5,2E0 mbar	4,6E0 mbar
2022-04-20, 15:00:58	0 Hz	0 W	5,1E0 mbar	4,6E0 mbar
2022-04-20, 15:01:00	0 Hz	0 W	5E0 mbar	4,5E0 mbar
2022-04-20, 15:01:02	0 Hz	0 W	4,9E0 mbar	4,4E0 mbar
2022-04-20, 15:01:04	0 Hz	0 W	4,9E0 mbar	4,3E0 mbar
2022-04-20, 15:01:06	0 Hz	0 W	4,8E0 mbar	4,2E0 mbar
2022-04-20, 15:01:08	0 Hz	0 W	4,7E0 mbar	4,2E0 mbar
2022-04-20, 15:01:10	0 Hz	0 W	4,7E0 mbar	4,1E0 mbar
2022-04-20, 15:01:12	0 Hz	0 W	4,6E0 mbar	4E0 mbar
2022-04-20, 15:01:14	0 Hz	0 W	4,6E0 mbar	4E0 mbar
2022-04-20, 15:01:16	0 Hz	0 W	4,5E0 mbar	3,9E0 mbar
2022-04-20, 15:01:18	0 Hz	0 W	4,5E0 mbar	3,9E0 mbar
2022-04-20, 15:01:20	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-20, 15:01:22	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2022-04-20, 15:01:24	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2022-04-20, 15:01:26	0 Hz	0 W	4,3E0 mbar	3,8E0 mbar
2022-04-20, 15:01:28	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 15:01:30	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 15:01:32	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-20, 15:01:34	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 15:01:36	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-20, 15:01:38	0 Hz	0 W	4,1E0 mbar	3,7E0 mbar
2022-04-20, 15:01:40	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-04-20, 15:01:42	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-04-20, 15:01:44	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-04-20, 15:01:46	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-04-20, 15:01:48	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-20, 15:01:50	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-20, 15:01:52	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-20, 15:01:54	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-20, 15:01:56	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-20, 15:01:58	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
2022-04-20, 15:02:00	0 Hz	0 W	3,9E0 mbar	3,6E0 mbar
